order_id,customer_id,customer_name,customer_email,order_date,shipping_city,shipping_state,shipping_country,shipping_cost,product_id,product_name,category,quantity,unit_price,revenue,store_name,payment_method,order_status
ORD006354,CUST00506,Amanda Walter,holly63@example.org,2024-06-10,Lake Kathleenmouth,Minnesota,USA,8.69,PROD1877,Decorative Vase,Home Decor,2,232.84,465.68,PatioWorld,Apple Pay,Returned
ORD006355,CUST01166,John Roach DVM,christy61@example.org,2025-09-29,Cookside,Florida,USA,24.15,PROD9091,Pruning Shears,Garden Tools,1,384.25,384.25,OutdoorHub,Google Pay,Returned
ORD006356,CUST01921,John Hernandez,marysuarez@example.com,2024-11-12,Kristibury,Vermont,USA,7.92,PROD7216,Area Rug,Home Decor,4,131.27,525.08,PatioWorld,PayPal,Cancelled
ORD006357,CUST01631,David Bauer,cooleysarah@example.net,2025-12-15,Davisfurt,Alaska,USA,24.19,PROD4448,Shovel,Garden Tools,1,146.47,146.47,GardenPro,PayPal,Cancelled
ORD006358,CUST01693,William Smith,justin33@example.com,2023-10-21,South Sheri,Arizona,USA,29.24,PROD9183,Pruning Shears,Garden Tools,5,238.36,1191.8,PatioWorld,Google Pay,Returned
ORD006359,CUST00861,Billy Morrison,opayne@example.com,2024-07-20,Hendersonchester,New York,USA,25.94,PROD1360,Portable Stove,Camping Gear,2,269.98,539.96,CampMaster,Google Pay,Returned
ORD006360,CUST00747,Carrie Ford,walkerrebecca@example.org,2024-07-08,Shawnberg,Massachusetts,USA,9.21,PROD6691,Outdoor Sofa,Patio Furniture,1,408.58,408.58,PatioWorld,Apple Pay,Returned
ORD006361,CUST01167,James Lopez,katherine84@example.net,2024-01-13,Shelbystad,Alabama,USA,23.04,PROD6427,Wall Art,Home Decor,1,497.14,497.14,OutdoorHub,Apple Pay,Completed
ORD006362,CUST01622,Jennifer Bell,susansandoval@example.net,2025-08-05,Port Michael,Idaho,USA,5.5,PROD7380,Portable Stove,Camping Gear,4,266.23,1064.92,CampMaster,PayPal,Returned
ORD006363,CUST01534,Roger Morgan,alexandria29@example.com,2025-12-11,South Karentown,Alabama,USA,20.51,PROD1202,Outdoor Sofa,Patio Furniture,3,258.52,775.56,CampMaster,Google Pay,Completed
ORD006364,CUST00752,Brandon Abbott,lingram@example.net,2025-01-18,Goodside,Mississippi,USA,17.14,PROD3353,Area Rug,Home Decor,3,92.47,277.41,PatioWorld,Google Pay,Returned
ORD006365,CUST02487,Travis Gonzalez,goodwinjessica@example.org,2025-10-24,New Thomasland,Oregon,USA,22.84,PROD6009,Garden Hose,Garden Tools,4,422.96,1691.84,CampMaster,PayPal,Cancelled
ORD006366,CUST02074,Victoria Cobb,ramirezroger@example.com,2024-08-21,Nicholasview,Michigan,USA,7.79,PROD7633,Garden Bench,Patio Furniture,3,288.95,866.85,CampMaster,Apple Pay,Completed
ORD006367,CUST01445,Jose Ellis,erika73@example.net,2024-09-01,Spencertown,Maryland,USA,18.77,PROD4179,Decorative Vase,Home Decor,4,123.27,493.08,PatioWorld,PayPal,Returned
ORD006368,CUST02089,Stephanie Mills,murphyamber@example.net,2024-12-16,West Dawn,Arizona,USA,8.77,PROD3620,Sleeping Bag,Camping Gear,1,138.44,138.44,CampMaster,Google Pay,Cancelled
ORD006369,CUST01446,Ruth Colon,danielbrady@example.org,2023-08-31,New Jamieborough,West Virginia,USA,27.62,PROD2074,Decorative Vase,Home Decor,1,418.45,418.45,CampMaster,Credit Card,Returned
ORD006370,CUST01754,Natalie Wolf,jessicathompson@example.com,2024-08-28,North Meredithfurt,Alabama,USA,20.43,PROD6278,Wall Art,Home Decor,1,97.53,97.53,CampMaster,PayPal,Cancelled
ORD006371,CUST02259,Hannah Bush,dperry@example.net,2024-02-12,North Colestad,Illinois,USA,18.21,PROD5929,LED Lantern,Lighting,1,301.1,301.1,PatioWorld,Credit Card,Returned
ORD006372,CUST02480,Kim Bowen,webermelissa@example.com,2025-02-08,Jameschester,North Carolina,USA,6.89,PROD4073,Outdoor Sofa,Patio Furniture,3,201.82,605.46,CampMaster,PayPal,Returned
ORD006373,CUST00764,Denise Freeman,invalid_email,2024-05-15,Robinsonbury,Pennsylvania,USA,5.28,PROD5448,Solar Light,Lighting,1,184.75,184.75,GardenPro,Credit Card,Returned
ORD006374,CUST00901,Austin Rose,mshelton@example.net,2024-01-28,Marquezton,West Virginia,USA,12.22,PROD8014,Outdoor Sofa,Patio Furniture,4,64.39,257.56,GardenPro,Google Pay,Returned
ORD006375,CUST01852,Christopher Wood,vsims@example.net,2024-06-18,East Williamton,Vermont,USA,10.26,PROD7872,Shovel,Garden Tools,4,259.82,1039.28,HomeEssentials,Apple Pay,Returned
ORD006376,CUST00125,Patricia Kelly,gonzalezjessica@example.net,2025-07-19,Sandramouth,Arkansas,USA,18.05,PROD2383,Wall Art,Home Decor,4,202.0,808.0,PatioWorld,Credit Card,Cancelled
ORD006377,CUST02065,Yolanda Baxter,susanharrison@example.org,2025-05-20,New Seanport,South Carolina,USA,27.71,PROD1233,Patio Table,Patio Furniture,2,103.64,207.28,CampMaster,PayPal,Completed
ORD006378,CUST01253,Melinda Garrett,nancyhernandez@example.com,2025-12-15,Nicholeburgh,Illinois,USA,14.42,PROD9934,Tent,Camping Gear,2,156.04,312.08,HomeEssentials,Apple Pay,Cancelled
ORD006379,CUST01346,James Miller,ojohnson@example.com,2024-07-07,Port Kevin,Iowa,USA,8.47,PROD5803,Pruning Shears,Garden Tools,2,478.39,956.78,CampMaster,Google Pay,Completed
ORD006380,CUST01898,Michael Lee,zachary47@example.com,2024-11-11,Michellemouth,Oregon,USA,19.69,PROD5023,Patio Table,Patio Furniture,5,442.42,2212.1,CampMaster,Credit Card,Cancelled
ORD006381,CUST02433,Mary Marshall,bethestrada@example.com,2024-03-09,New Maryside,Alabama,USA,13.18,PROD8539,Area Rug,Home Decor,1,249.07,249.07,OutdoorHub,Google Pay,Cancelled
ORD006382,CUST02152,Jeffrey Wiggins,christopherwillis@example.net,2024-03-07,Justinfurt,Illinois,USA,5.61,PROD6821,Decorative Vase,Home Decor,3,60.85,182.55,PatioWorld,Apple Pay,Completed
ORD006383,CUST02401,Amy Russo,tammyblack@example.net,2023-08-06,North Elizabethborough,Maine,USA,28.75,PROD2302,Decorative Vase,Home Decor,4,315.48,1261.92,GardenPro,Credit Card,Completed
ORD006384,CUST00748,Adam Wilson,james44@example.com,2024-08-02,Robertbury,Nevada,USA,10.92,PROD8299,Decorative Vase,Home Decor,3,188.78,566.34,HomeEssentials,Apple Pay,Completed
ORD006385,CUST01940,Erin Miller,ernestferrell@example.org,2026-01-17,East Richard,Louisiana,USA,18.23,PROD5813,Solar Light,Lighting,3,404.87,1214.61,OutdoorHub,Credit Card,Returned
ORD006386,CUST01946,Maria Roberts,fisherjamie@example.org,2023-12-15,New Ruth,California,USA,24.84,PROD3509,Garden Hose,Garden Tools,5,70.29,351.45,HomeEssentials,Google Pay,Returned
ORD006387,CUST00307,Brady Hayes,coxronald@example.org,2024-11-18,West Donnachester,North Carolina,USA,10.84,PROD2737,Garden Bench,Patio Furniture,2,38.28,76.56,OutdoorHub,Apple Pay,Cancelled
ORD006388,CUST01291,Victoria Carter,schultzruth@example.com,2024-11-13,Christianfurt,California,USA,6.26,PROD5433,Outdoor Lamp,Lighting,5,120.91,604.55,CampMaster,Apple Pay,Returned
ORD006389,CUST01320,Katherine Perez,tracyrice@example.org,2024-10-07,Andersonhaven,Utah,USA,11.62,PROD9726,Garden Bench,Patio Furniture,2,229.38,458.76,HomeEssentials,Credit Card,Completed
ORD006390,CUST00240,Jason Reeves,yfox@example.com,2025-08-18,Johnsonfurt,Maryland,USA,20.41,PROD4559,Solar Light,Lighting,2,425.75,851.5,GardenPro,PayPal,Cancelled
ORD006391,CUST01729,Paul Jones,gouldevan@example.net,2024-06-01,North Elizabeth,Pennsylvania,USA,11.78,PROD7800,Pruning Shears,Garden Tools,1,430.11,430.11,OutdoorHub,Apple Pay,Returned
ORD006392,CUST00514,Nicole Hardin,dorothybarber@example.com,2024-11-22,Meganton,Utah,USA,8.01,PROD4922,Garden Bench,Patio Furniture,3,195.24,585.72,OutdoorHub,Google Pay,Returned
ORD006393,CUST01766,Melinda Singleton,jennifer13@example.com,2024-05-16,West Mary,Montana,USA,11.45,PROD2081,Decorative Vase,Home Decor,4,109.34,437.36,HomeEssentials,Credit Card,Returned
ORD006394,CUST02391,Melissa Whitney,melissamiller@example.net,2025-01-22,West Randy,Illinois,USA,14.91,PROD4860,Outdoor Sofa,Patio Furniture,2,392.46,784.92,GardenPro,Credit Card,Completed
ORD006395,CUST00674,Molly Cox,vhuang@example.net,2024-01-24,South Monica,Georgia,USA,9.19,PROD8944,Outdoor Lamp,Lighting,1,469.42,469.42,GardenPro,Google Pay,Returned
ORD006396,CUST01762,Renee Drake,wcole@example.net,2025-12-13,Andrewshire,New York,USA,14.84,PROD4150,Shovel,Garden Tools,4,149.99,599.96,PatioWorld,Apple Pay,Returned
ORD006397,CUST00162,Cody Rodriguez,xwood@example.com,2025-02-21,Grayborough,Washington,USA,21.94,PROD6937,Garden Bench,Patio Furniture,5,22.06,110.3,HomeEssentials,Apple Pay,Completed
ORD006398,CUST00216,Elizabeth Fernandez,amber15@example.net,2026-04-10,Lake Carrieborough,Tennessee,USA,28.49,PROD3656,Wall Art,Home Decor,4,264.64,1058.56,OutdoorHub,Credit Card,Completed
ORD006399,CUST00011,Laura Brown,greenblake@example.org,2024-08-15,New Brittanymouth,California,USA,19.42,PROD9516,Decorative Vase,Home Decor,4,103.71,414.84,OutdoorHub,Credit Card,Returned
ORD006400,CUST00606,Jody Beasley,cooperkevin@example.net,2023-10-11,East Guymouth,Colorado,USA,13.34,PROD5795,Solar Light,Lighting,5,127.06,635.3,CampMaster,Apple Pay,Cancelled
ORD006401,CUST00494,Clifford Knapp,sdiaz@example.com,2025-03-12,Lisaland,Nebraska,USA,10.23,PROD6415,LED Lantern,Lighting,1,241.04,241.04,HomeEssentials,Apple Pay,Returned
ORD006402,CUST01686,Tina Miller,invalid_email,2026-02-21,Martinezton,Virginia,USA,26.73,PROD3160,Garden Bench,Patio Furniture,3,43.66,130.98,CampMaster,Google Pay,Cancelled
ORD006403,CUST01823,Carol Jones,shelianewman@example.com,2024-12-28,Friedmanfort,New Jersey,USA,14.63,PROD3547,Decorative Vase,Home Decor,2,300.26,600.52,HomeEssentials,Apple Pay,Cancelled
ORD006404,CUST00382,Dylan Calderon,barbara87@example.org,2025-04-28,Christophermouth,Arizona,USA,19.64,PROD2959,LED Lantern,Lighting,4,245.47,981.88,GardenPro,Apple Pay,Returned
ORD006405,CUST02284,Joshua Smith,goldensarah@example.net,2026-01-21,South Lynnville,Delaware,USA,24.58,PROD9774,Decorative Vase,Home Decor,3,46.47,139.41,HomeEssentials,Apple Pay,Returned
ORD006406,CUST00507,Sharon Dawson,colejamie@example.net,2025-01-24,Michaeltown,Utah,USA,20.5,PROD4361,Camping Chair,Camping Gear,3,32.48,97.44,OutdoorHub,PayPal,Cancelled
ORD006407,CUST01987,Pamela Bishop,hornrichard@example.com,2024-10-21,Jesusmouth,Iowa,USA,26.52,PROD2499,Garden Bench,Patio Furniture,1,69.31,69.31,PatioWorld,Apple Pay,Completed
ORD006408,CUST02446,Elizabeth Swanson,tduran@example.org,2024-01-12,Castrochester,Missouri,USA,18.32,PROD2030,Wall Art,Home Decor,3,334.9,1004.7,PatioWorld,Apple Pay,Returned
ORD006409,CUST02342,Timothy Woods,nscott@example.net,2024-10-29,New Christopherville,Washington,USA,28.0,PROD1422,Wall Art,Home Decor,1,153.76,153.76,HomeEssentials,Apple Pay,Cancelled
ORD006410,CUST02255,Courtney Welch,kellyjacqueline@example.com,2024-05-30,New Rachel,Ohio,USA,22.72,PROD2666,Decorative Vase,Home Decor,2,482.03,964.06,GardenPro,Google Pay,Cancelled
ORD006411,CUST00297,Mark Miller,morgan77@example.com,2026-01-14,Lake Ericaview,South Carolina,USA,27.01,PROD8113,Garden Hose,Garden Tools,2,345.5,691.0,GardenPro,PayPal,Cancelled
ORD006412,CUST00357,Matthew Nunez,travislynch@example.org,2026-03-10,Silvaborough,Ohio,USA,17.47,PROD4428,Area Rug,Home Decor,1,446.2,446.2,HomeEssentials,Apple Pay,Completed
ORD006413,CUST00397,James Johnson,penamichelle@example.org,2025-07-04,Chasechester,Kentucky,USA,6.62,PROD9268,Portable Stove,Camping Gear,2,300.86,601.72,PatioWorld,Credit Card,Returned
ORD006414,CUST00320,Michael May,andrewmason@example.net,2025-05-04,Haroldton,Tennessee,USA,9.22,PROD6443,Area Rug,Home Decor,3,196.8,590.4,CampMaster,Credit Card,Returned
ORD006415,CUST00308,Robert Gonzalez,wmartinez@example.org,2025-01-19,South Kelseymouth,Missouri,USA,20.02,PROD4248,Patio Table,Patio Furniture,1,407.68,407.68,GardenPro,Credit Card,Completed
ORD006416,CUST01614,Kelsey Williams,evanszachary@example.org,2023-06-29,Kellybury,North Dakota,USA,6.25,PROD5655,Wall Art,Home Decor,3,73.59,220.77,CampMaster,Credit Card,Cancelled
ORD006417,CUST01468,Benjamin Garcia,robynrowe@example.org,2024-05-03,North Anne,Montana,USA,20.58,PROD2912,Outdoor Lamp,Lighting,2,49.99,99.98,GardenPro,PayPal,Completed
ORD006418,CUST01775,Robert Lewis,maria95@example.org,2026-01-12,West Kristimouth,Alabama,USA,7.19,PROD8234,Camping Chair,Camping Gear,1,344.94,344.94,OutdoorHub,Google Pay,Completed
ORD006419,CUST00479,Phillip Payne,kaitlynperez@example.org,2025-06-23,Boltonland,Florida,USA,8.79,PROD2404,Patio Table,Patio Furniture,1,321.74,321.74,PatioWorld,Apple Pay,Returned
ORD006420,CUST01471,Patricia Mckay,lindseypreston@example.net,2024-09-28,Schroedermouth,Louisiana,USA,25.61,PROD9316,Area Rug,Home Decor,2,415.09,830.18,PatioWorld,Credit Card,Returned
ORD006421,CUST00710,Susan George,iramsey@example.com,2026-02-01,Jacobberg,Kansas,USA,6.78,PROD7079,Garden Bench,Patio Furniture,1,368.9,368.9,HomeEssentials,PayPal,Completed
ORD006422,CUST00606,Jody Beasley,cooperkevin@example.net,2025-11-08,West Robertstad,Alabama,USA,13.7,PROD5519,Garden Hose,Garden Tools,3,331.97,995.91,HomeEssentials,Apple Pay,Returned
ORD006423,CUST00973,Frank Smith,tonya48@example.com,2025-02-13,South Karenview,Alaska,USA,10.75,PROD3223,Tent,Camping Gear,2,179.76,359.52,CampMaster,Credit Card,Cancelled
ORD006424,CUST00790,Melissa Roach,alexisobrien@example.com,2024-11-11,New Robertport,New Hampshire,USA,7.61,PROD3005,Area Rug,Home Decor,3,195.07,585.21,PatioWorld,Google Pay,Returned
ORD006425,CUST01880,Kenneth Banks,casedanny@example.com,2025-04-30,Port Patrick,Nebraska,USA,29.11,PROD4769,LED Lantern,Lighting,2,342.01,684.02,CampMaster,PayPal,Cancelled
ORD006426,CUST02238,Jennifer Hill,debralam@example.com,2025-07-13,Mcculloughberg,Arkansas,USA,26.6,PROD5775,Outdoor Lamp,Lighting,3,308.45,925.35,OutdoorHub,Apple Pay,Returned
ORD006427,CUST02318,Kimberly Turner,patrick78@example.net,2024-01-02,Joshuaton,Massachusetts,USA,9.22,PROD9485,Garden Bench,Patio Furniture,2,159.11,318.22,GardenPro,Credit Card,Returned
ORD006428,CUST01539,Kenneth Williams,morgansamantha@example.org,2023-06-23,East Austintown,Montana,USA,27.81,PROD8847,LED Lantern,Lighting,5,189.93,949.65,HomeEssentials,Apple Pay,Returned
ORD006429,CUST01794,Aaron Werner,sharongomez@example.net,2026-06-08,Taylorville,Minnesota,USA,5.49,PROD9777,Decorative Vase,Home Decor,2,131.01,262.02,OutdoorHub,Apple Pay,Returned
ORD006430,CUST01056,Brooke Murphy,bobby45@example.net,2023-11-20,Christopherfurt,Colorado,USA,11.62,PROD5133,LED Lantern,Lighting,1,475.77,475.77,PatioWorld,PayPal,Returned
ORD006431,CUST02245,Amy Hanson DDS,uduran@example.com,2025-11-03,East Timothyfort,Maryland,USA,27.29,PROD2686,Solar Light,Lighting,2,175.53,351.06,HomeEssentials,Credit Card,Cancelled
ORD006432,CUST02058,Cynthia Bennett,thorntonjennifer@example.com,2025-04-09,Thomasberg,Oregon,USA,12.7,PROD5669,Solar Light,Lighting,3,85.02,255.06,OutdoorHub,Credit Card,Completed
ORD006433,CUST01992,Shaun Miller,rwilliamson@example.org,2025-02-10,South Paulmouth,Texas,USA,19.66,PROD8875,Sleeping Bag,Camping Gear,2,330.85,661.7,PatioWorld,Credit Card,Returned
ORD006434,CUST00073,Lynn Garcia,whess@example.net,2023-09-26,Andrewside,Maryland,USA,16.76,PROD6398,Outdoor Sofa,Patio Furniture,3,140.44,421.32,GardenPro,Google Pay,Completed
ORD006435,CUST01061,Javier Owens,richard52@example.org,2025-07-02,Calderonburgh,Virginia,USA,28.94,PROD8437,Garden Hose,Garden Tools,4,331.99,1327.96,OutdoorHub,Google Pay,Returned
ORD006436,CUST01134,Sydney Perez,susanjoyce@example.org,2024-03-02,West Stevenfurt,New Hampshire,USA,28.08,PROD7692,Decorative Vase,Home Decor,1,457.95,457.95,CampMaster,Apple Pay,Returned
ORD006437,CUST00075,Karen Griffith,martinezethan@example.net,2026-05-21,Port Jenniferview,Illinois,USA,6.17,PROD4300,Sleeping Bag,Camping Gear,5,417.83,2089.15,CampMaster,Credit Card,Returned
ORD006438,CUST00907,James Smith,paulwatts@example.net,2024-05-07,Lindsayside,Georgia,USA,26.65,PROD7039,Patio Table,Patio Furniture,1,243.79,243.79,OutdoorHub,Apple Pay,Returned
ORD006439,CUST01264,Melanie Green,joann66@example.org,2023-06-21,Shannonfort,Indiana,USA,28.25,PROD7409,LED Lantern,Lighting,2,278.74,557.48,PatioWorld,Apple Pay,Completed
ORD006440,CUST00144,Amanda Davis,bellterri@example.net,2026-03-28,Lake Soniaborough,Alabama,USA,22.3,PROD4980,Outdoor Lamp,Lighting,1,217.65,217.65,PatioWorld,Google Pay,Returned
ORD006441,CUST02219,Leslie Vaughn,halljulian@example.org,2023-07-11,Port Scott,North Carolina,USA,26.27,PROD4292,Decorative Vase,Home Decor,5,464.62,2323.1,HomeEssentials,Google Pay,Completed
ORD006442,CUST00261,Brittany Hammond,jessicaramirez@example.com,2023-11-23,Cooperport,Hawaii,USA,26.38,PROD9013,Outdoor Sofa,Patio Furniture,1,83.99,83.99,OutdoorHub,Apple Pay,Cancelled
ORD006443,CUST01383,Stephen Washington,eric15@example.net,2025-02-16,South Georgeshire,South Carolina,USA,11.36,PROD3209,Garden Hose,Garden Tools,4,82.67,330.68,OutdoorHub,Apple Pay,Cancelled
ORD006444,CUST02095,Sheila Ayers,mirandalee@example.net,2024-07-29,Patriciaview,Delaware,USA,20.19,PROD4454,LED Lantern,Lighting,2,356.89,713.78,CampMaster,Credit Card,Completed
ORD006445,CUST02177,David Woods,watsonshannon@example.org,2024-12-19,New Amanda,North Dakota,USA,23.47,PROD6905,Tent,Camping Gear,1,276.33,276.33,HomeEssentials,PayPal,Returned
ORD006446,CUST02012,Timothy Dawson,susan73@example.org,2023-11-22,South Brian,Illinois,USA,27.38,PROD8778,Garden Bench,Patio Furniture,5,93.72,468.6,OutdoorHub,Apple Pay,Cancelled
ORD006447,CUST02041,Gina Smith,bryanvillanueva@example.com,2026-02-25,North Amanda,New Hampshire,USA,6.97,PROD9171,Patio Table,Patio Furniture,3,97.67,293.01,GardenPro,Google Pay,Returned
ORD006448,CUST01912,Nicole Goodman,nancy49@example.com,2026-01-04,East Ryan,Alabama,USA,5.56,PROD3662,LED Lantern,Lighting,5,162.34,811.7,GardenPro,Google Pay,Completed
ORD006449,CUST01693,William Smith,justin33@example.com,2026-03-01,New Brittany,Indiana,USA,10.2,PROD8319,Decorative Vase,Home Decor,2,86.04,172.08,HomeEssentials,Apple Pay,Returned
ORD006450,CUST00134,Ryan Nelson,mark45@example.org,2026-03-21,Patriciaside,Washington,USA,7.25,PROD7232,Sleeping Bag,Camping Gear,2,414.0,828.0,CampMaster,Apple Pay,Completed
ORD006451,CUST00919,Richard Payne,xhawkins@example.com,2025-01-25,Williamsmouth,Tennessee,USA,28.93,PROD6411,Portable Stove,Camping Gear,2,32.58,65.16,OutdoorHub,Credit Card,Returned
ORD006452,CUST01477,Patricia Barrett,jbrooks@example.org,2025-06-29,Port Danny,Mississippi,USA,29.26,PROD6168,Garden Bench,Patio Furniture,5,461.92,2309.6,HomeEssentials,Apple Pay,Cancelled
ORD006453,CUST02083,Chad Hall,xgreen@example.org,2023-06-24,Lake Kristinview,Kentucky,USA,27.62,PROD3464,Solar Light,Lighting,4,469.0,1876.0,CampMaster,Credit Card,Cancelled
ORD006454,CUST00455,Vicki Carter,melody65@example.com,2025-11-19,Griffinbury,Iowa,USA,5.52,PROD4223,Solar Light,Lighting,3,428.15,1284.45,GardenPro,Credit Card,Cancelled
ORD006455,CUST00654,Adam Castillo,karen24@example.net,2025-12-14,New Gabriellaborough,New Hampshire,USA,11.64,PROD7080,Decorative Vase,Home Decor,3,129.36,388.08,OutdoorHub,PayPal,Returned
ORD006456,CUST01972,Aaron Fernandez,qmoore@example.com,2024-10-30,Sherryborough,West Virginia,USA,27.79,PROD7713,Decorative Vase,Home Decor,5,428.95,2144.75,PatioWorld,PayPal,Cancelled
ORD006457,CUST02297,James Sullivan,thomasjohn@example.net,2023-08-18,East Jeremiah,Maryland,USA,10.99,PROD6840,Solar Light,Lighting,2,262.49,524.98,CampMaster,Google Pay,Returned
ORD006458,CUST01837,Amanda Walker,pclark@example.org,2025-01-08,Adamshaven,Virginia,USA,17.98,PROD3154,Garden Bench,Patio Furniture,2,449.94,899.88,PatioWorld,PayPal,Cancelled
ORD006459,CUST01754,Natalie Wolf,jessicathompson@example.com,2024-02-22,Lake Steve,Minnesota,USA,7.39,PROD4144,Outdoor Lamp,Lighting,1,495.85,495.85,PatioWorld,Apple Pay,Returned
ORD006460,CUST00995,Lori Roberts,morrisveronica@example.com,2025-03-03,North Craigshire,North Carolina,USA,17.67,PROD6296,Camping Chair,Camping Gear,2,251.54,503.08,OutdoorHub,Credit Card,Returned
ORD006461,CUST01002,Dustin Watkins,rgoodwin@example.net,2026-05-28,Lake Lindsey,Missouri,USA,28.43,PROD4812,Sleeping Bag,Camping Gear,5,166.44,832.2,GardenPro,Google Pay,Returned
ORD006462,CUST00587,Barry Moore,coopersteven@example.org,2024-06-03,Melissaburgh,Oregon,USA,14.15,PROD3146,Pruning Shears,Garden Tools,5,28.28,141.4,HomeEssentials,PayPal,Completed
ORD006463,CUST02170,Sean Lee,mccartymichelle@example.org,2025-09-28,North Jenniferfort,New Hampshire,USA,12.61,PROD3189,Portable Stove,Camping Gear,3,53.45,160.35,CampMaster,PayPal,Completed
ORD006464,CUST00420,Dominic Graham,brandiramirez@example.net,2025-02-28,Russellport,New Hampshire,USA,29.01,PROD7039,Solar Light,Lighting,4,37.23,148.92,HomeEssentials,Apple Pay,Cancelled
ORD006465,CUST01939,Monica Nguyen DVM,christopherrodriguez@example.net,2025-09-09,West Edwardview,Georgia,USA,9.23,PROD9318,Decorative Vase,Home Decor,5,156.75,783.75,HomeEssentials,Google Pay,Returned
ORD006466,CUST02302,Heather Carr,edgar87@example.net,2024-08-15,Williammouth,New Hampshire,USA,26.63,PROD2812,Outdoor Sofa,Patio Furniture,1,320.26,320.26,PatioWorld,Google Pay,Cancelled
ORD006467,CUST02173,Rebecca Jones,richardlindsey@example.org,2024-10-23,West Jamesborough,Mississippi,USA,20.3,PROD1218,Camping Chair,Camping Gear,4,287.51,1150.04,GardenPro,Apple Pay,Completed
ORD006468,CUST01521,Daniel Reed,arnoldlisa@example.com,2025-10-04,Virginiahaven,Oregon,USA,21.0,PROD5863,Shovel,Garden Tools,3,425.55,1276.65,PatioWorld,Apple Pay,Cancelled
ORD006469,CUST01100,Michelle Ray,helengreen@example.net,2024-01-10,Curryland,Alaska,USA,12.87,PROD2453,Portable Stove,Camping Gear,5,237.88,1189.4,PatioWorld,Google Pay,Completed
ORD006470,CUST00895,Tara Holder,mark33@example.com,2024-03-15,Davidview,Florida,USA,21.68,PROD6046,Pruning Shears,Garden Tools,3,220.82,662.46,GardenPro,Apple Pay,Returned
ORD006471,CUST02477,Sean Russell,amysingleton@example.com,2023-12-30,West Nicholas,Oregon,USA,23.99,PROD3390,Garden Bench,Patio Furniture,4,492.16,1968.64,CampMaster,PayPal,Completed
ORD006472,CUST00833,Anthony King,stevensanne@example.org,2024-12-01,Port Lorihaven,Tennessee,USA,18.23,PROD4597,Decorative Vase,Home Decor,4,301.4,1205.6,GardenPro,PayPal,Completed
ORD006473,CUST00003,Micheal Stewart,cruzpeggy@example.net,2023-08-16,Whitemouth,Utah,USA,17.64,PROD2598,Outdoor Sofa,Patio Furniture,4,393.36,1573.44,CampMaster,Apple Pay,Completed
ORD006474,CUST00075,Karen Griffith,martinezethan@example.net,2024-04-29,Barnesfurt,Utah,USA,6.03,PROD1350,Garden Hose,Garden Tools,1,389.85,389.85,CampMaster,Apple Pay,Returned
ORD006475,CUST01670,Ann Haynes,shawn75@example.com,2026-05-11,South Marie,California,USA,6.95,PROD6374,Garden Bench,Patio Furniture,5,243.58,1217.9,CampMaster,Credit Card,Completed
ORD006476,CUST02062,Denise Perez,rosalesmartin@example.com,2025-05-09,Port Daniel,Texas,USA,21.53,PROD9005,Shovel,Garden Tools,2,459.36,918.72,PatioWorld,PayPal,Returned
ORD006477,CUST01641,Shannon Wolfe,tadams@example.net,2023-06-29,Samanthaburgh,Minnesota,USA,14.45,PROD8888,Area Rug,Home Decor,3,26.6,79.8,GardenPro,Apple Pay,Cancelled
ORD006478,CUST01917,Terry Chen MD,christinesingleton@example.com,2023-08-16,New Natalie,Wyoming,USA,28.88,PROD8383,Patio Table,Patio Furniture,2,364.38,728.76,CampMaster,PayPal,Cancelled
ORD006479,CUST01707,Michelle Torres,cwalker@example.org,2024-11-30,Waltersberg,Tennessee,USA,10.68,PROD7675,Tent,Camping Gear,4,250.53,1002.12,HomeEssentials,Credit Card,Returned
ORD006480,CUST01353,Carlos Hughes,joshua64@example.org,2025-04-09,New Lindsay,Kansas,USA,19.1,PROD9015,Tent,Camping Gear,1,82.99,82.99,CampMaster,Apple Pay,Cancelled
ORD006481,CUST02482,Susan Watson,morgancurtis@example.net,2023-11-14,Laurentown,New Mexico,USA,6.02,PROD9093,Portable Stove,Camping Gear,2,435.33,870.66,HomeEssentials,Apple Pay,Cancelled
ORD006482,CUST00275,David Vang,fieldseric@example.net,2024-12-17,Port Adam,New Jersey,USA,20.21,PROD7190,Decorative Vase,Home Decor,5,387.86,1939.3,HomeEssentials,PayPal,Completed
ORD006483,CUST00868,Andre Martin,oliviahartman@example.net,2026-02-07,West Brandon,Rhode Island,USA,8.2,PROD8178,Patio Table,Patio Furniture,3,102.04,306.12,PatioWorld,Google Pay,Returned
ORD006484,CUST01697,Sue Rodriguez,jeffrey00@example.com,2026-04-13,Bushmouth,Vermont,USA,23.7,PROD5239,Camping Chair,Camping Gear,3,147.68,443.04,HomeEssentials,PayPal,Completed
ORD006485,CUST00523,Martha Williams,madelinebell@example.net,2025-11-05,New Michael,Michigan,USA,11.55,PROD9909,Tent,Camping Gear,2,257.57,515.14,PatioWorld,Credit Card,Returned
ORD006486,CUST01742,Christie Price,michaelchang@example.org,2025-05-02,Suttonton,New Mexico,USA,13.3,PROD1004,Garden Hose,Garden Tools,4,237.93,951.72,HomeEssentials,PayPal,Returned
ORD006487,CUST02216,Carlos Webster,ybaldwin@example.org,2024-04-04,South Aarontown,Colorado,USA,10.12,PROD1415,Portable Stove,Camping Gear,1,193.64,193.64,CampMaster,Apple Pay,Returned
